areaName,unitPrice,rooms,halls,floors,houseStruct,floorArea,directions,decoration,elevaPropora,isElevator,yearProperty,totalPrice
鼓楼,57895,3,2,2,1,123.5,0,2,2,0,70,715
江宁,22916,3,2,3,1,102.55,0,其他,2,0,70,235
栖霞,30196,3,2,3,1,104.32,0,其他,2,1,70,315
浦口,22299,3,2,2,1,118.84,0,3,2,1,70,265
江宁,26936,3,2,2,1,126.97,0,其他,4,1,70,342
江宁,28473,2,2,3,1,89.91,0,3,3,1,70,256
雨花台,39609,3,2,3,1,133.81,1,其他,2,1,70,530
栖霞,26130,2,1,3,1,86.11,0,其他,2,0,70,225
建邺,60811,1,2,1,3,79.92,0,3,50,1,70,486
栖霞,23101,3,1,1,1,106.06,0,其他,2,0,70,245
建邺,46310,3,2,3,1,137.77,1,其他,1.5,1,70,638
江宁,34752,2,2,2,1,88.63,0,其他,2.333333333,1,70,308
玄武,36435,3,2,2,1,123.51,1,3,2,1,70,450
浦口,20170,3,2,1,1,118.99,0,1,2,1,70,240
江宁,28507,3,2,2,1,87.35,0,其他,2,0,70,249
鼓楼,70910,2,1,2,1,56.41,0,3,2,0,70,400
雨花台,35622,3,2,2,1,123.52,0,其他,1.5,1,70,440
建邺,34710,2,1,2,1,66.84,0,其他,2,0,70,232
浦口,22324,3,2,3,1,89.59,0,2,2,1,70,200
江宁,22326,2,2,2,1,73.01,1,其他,2,0,70,163
鼓楼,47349,3,2,3,1,132,0,其他,1,1,70,625
江宁,26246,3,2,1,1,100.97,1,3,1.5,1,70,265
江宁,26042,3,1,1,1,109.44,1,其他,2,0,70,285
鼓楼,30624,3,2,3,1,137.15,0,3,2,0,70,420
江宁,20220,3,2,3,2,121.17,1,2,2,0,70,245
鼓楼,36143,5,2,3,2,157.71,1,2,2,0,70,570
秦淮,34120,3,1,1,1,64.48,0,1,2,0,70,220
栖霞,19989,3,1,2,1,86.05,0,其他,2,0,70,172
秦淮,29599,2,1,2,1,47.3,0,其他,2,0,70,140
栖霞,27223,3,2,3,1,127.1,0,2,2,0,70,346
江宁,31969,3,1,2,1,100.1,1,其他,2,0,70,320
江宁,35574,3,2,3,1,88.55,0,3,2,暂无数据,70,315
江宁,19931,3,2,2,1,135.47,0,3,2,0,70,270
秦淮,37111,3,2,3,1,106.44,0,3,2,0,70,395
鼓楼,47900,2,0,3,1,54.28,0,其他,3,0,70,260
秦淮,31149,3,2,3,1,89.57,0,2,2,0,70,279
江宁,32157,3,2,1,1,82.41,0,其他,2,1,70,265
秦淮,31147,3,2,2,1,102.74,1,其他,2,0,70,320
江宁,22614,2,1,3,1,61.91,0,其他,18.5,1,70,140
浦口,17655,4,2,3,3,134.81,1,3,2,0,70,238
江宁,25517,3,2,2,1,125.41,0,其他,2,0,70,320
栖霞,32998,4,2,3,1,143.95,0,1,2,0,70,475
江宁,30988,3,2,2,1,90.36,1,其他,1.5,1,70,280
江宁,23332,3,2,3,1,113.58,1,3,2,0,70,265
鼓楼,46277,2,2,1,1,116.69,0,2,1,1,70,540
秦淮,33996,4,2,3,2,125.9,0,2,2,0,70,428
浦口,25282,2,2,2,1,61.31,0,其他,3,0,70,155
鼓楼,48959,2,1,3,1,65.77,0,2,2,0,70,322
江宁,26416,2,1,3,1,79.5,1,其他,2,1,70,210
秦淮,29999,2,1,2,1,61.67,1,其他,4,0,70,185
玄武,30058,3,1,2,1,71.53,0,1,2,0,70,215
建邺,33716,2,2,2,1,70.59,1,其他,2,0,70,238
秦淮,38982,2,2,2,1,76.19,0,其他,2,0,70,297
玄武,24517,2,1,3,1,69.34,1,3,2,0,70,170
江宁,16012,4,3,3,2,137.4,1,其他,1,0,70,220
浦口,20595,3,2,3,1,130.13,0,3,2,0,70,268
秦淮,40406,3,1,3,1,97.76,0,1,2,1,70,395
栖霞,35258,3,2,1,1,97,0,3,4,暂无数据,70,342
鼓楼,47037,3,1,1,1,74.41,1,3,2,0,70,350
建邺,42083,3,2,3,1,102.18,0,3,2,1,70,430
浦口,20684,3,2,2,1,120.87,0,1,2,1,70,250
建邺,30636,1,1,3,1,47.33,1,2,2,0,70,145
江宁,29291,3,2,2,1,104.13,1,2,4,1,70,305
秦淮,31556,1,1,2,1,39.93,1,其他,2,0,70,126
栖霞,31812,3,2,2,1,125.74,0,其他,2,1,70,400
鼓楼,80261,2,1,2,1,62.92,1,2,2,0,70,505
江宁,35781,4,2,2,3,167.13,1,其他,1,1,70,598
江宁,27049,1,1,1,1,37.34,0,3,46,0,70,101
江宁,20679,3,2,3,错层,128.15,0,2,2,0,70,265
浦口,39398,3,2,3,1,86.3,0,3,1.333333333,1,70,340
江宁,16415,3,2,3,2,102.35,1,其他,2,0,70,168
江宁,32629,2,1,2,1,65.28,1,其他,1.5,1,70,213
建邺,48326,3,2,2,1,133.47,0,3,1.5,1,70,645
栖霞,32927,3,2,3,1,95.06,1,3,2,1,70,313
秦淮,34992,4,2,2,1,118.6,0,其他,2,0,70,415
鼓楼,67472,2,1,3,1,70.4,0,2,2,0,70,475
鼓楼,65161,3,1,1,1,83.64,0,3,2,0,70,545
雨花台,33779,2,1,2,2,38.19,0,2,10.16666667,1,70,129
秦淮,36260,3,1,1,1,91.01,0,其他,2,0,70,330
建邺,41935,4,2,1,1,224.16,0,其他,1,1,70,940
秦淮,42756,4,2,3,2,85.37,0,3,2,0,70,365
鼓楼,28708,3,2,3,1,101.02,0,2,2,1,70,290
江宁,20104,3,2,2,1,125.35,0,其他,2,0,70,252
鼓楼,45168,2,1,2,1,66.42,0,其他,2,0,70,300
秦淮,39512,2,1,2,1,63.02,1,其他,5,1,70,249
鼓楼,106925,2,1,1,1,49.1,0,其他,2,0,70,525
秦淮,33705,2,2,2,1,77.14,0,其他,2,0,70,260
栖霞,29004,3,2,2,1,126.88,0,1,2,1,70,368
建邺,43786,3,1,1,1,118.99,0,其他,0.75,1,70,521
建邺,34348,5,3,3,2,112.38,1,其他,2,0,70,386
秦淮,30899,3,1,2,1,66.67,0,2,2,0,70,206
雨花台,41330,2,1,2,1,58.07,0,3,2,0,70,240
浦口,23004,3,2,2,1,104.33,0,3,3,1,70,240
江宁,24118,3,2,2,1,135.17,0,其他,2,0,70,326
鼓楼,43590,3,1,2,1,74.56,1,其他,3,1,70,325
栖霞,36735,5,2,3,1,133.39,0,其他,2,1,70,490
浦口,22091,5,2,3,2,84.65,0,其他,2,0,70,187
秦淮,35001,3,2,1,1,138.57,0,其他,2,0,70,485
江宁,26163,3,2,3,1,118.49,0,其他,3,1,70,310
江宁,39584,2,1,2,2,48,1,3,51,1,70,190
秦淮,27576,3,1,3,1,79.78,0,其他,1,暂无数据,70,220
秦淮,33015,3,2,1,1,102.38,0,其他,2,0,70,338
建邺,30161,2,1,2,1,53.05,0,其他,2,0,70,160
江宁,24599,2,1,3,1,80.9,1,3,2,0,70,199
建邺,47704,3,2,3,1,129.97,1,其他,2,1,70,620
江宁,30257,5,2,1,3,201.61,0,其他,2,0,70,610
秦淮,27080,3,1,2,1,77.18,0,其他,2,0,70,209
建邺,42166,3,2,2,1,101.98,1,其他,2,0,70,430
秦淮,39881,3,2,3,1,104.06,1,3,2,0,70,415
建邺,42658,3,1,1,1,120.73,0,其他,1.5,1,70,515
浦口,19814,2,1,1,1,67.53,1,3,2,0,70,133.8
秦淮,24486,3,1,3,1,77.19,0,其他,2,0,70,189
浦口,23884,2,2,2,1,90.02,0,其他,2,1,70,215
玄武,30137,3,2,1,暂无数据,149.32,0,其他,2,0,70,450
秦淮,36540,2,1,2,1,84.84,0,其他,2,0,70,310
建邺,46301,3,1,3,1,112.31,0,3,2,1,70,520
浦口,25503,3,2,2,1,103.91,0,3,2,1,70,265
鼓楼,32494,2,1,2,1,54.78,0,2,2,0,70,178
建邺,52011,4,2,1,1,142.28,0,3,1.5,1,70,740
鼓楼,37348,2,1,2,1,62.12,1,3,2,0,70,232
秦淮,38508,3,2,3,1,108.55,1,其他,2,1,70,418
雨花台,26102,3,1,3,1,73.56,0,其他,3.5,1,70,192
鼓楼,33588,3,1,2,1,70.86,1,2,2,0,70,238
栖霞,39389,4,2,3,1,148.52,1,3,2,1,70,585
建邺,61088,2,2,1,3,87.58,0,其他,50,1,70,535
江宁,24604,3,2,2,1,134.94,0,其他,2,1,70,332
秦淮,28559,2,1,1,1,65.83,0,2,2,0,70,188
鼓楼,83399,2,1,1,1,51.32,0,2,2,0,70,428
江宁,26090,4,2,1,1,162.9,0,1,2,1,70,425
江宁,22816,3,2,2,1,85.47,0,其他,2,1,70,195
鼓楼,32982,2,1,1,1,53.97,0,其他,4,0,70,178
秦淮,31489,2,1,1,1,62.88,0,1,2,0,70,198
江宁,29475,3,1,2,1,98.39,0,其他,1,0,70,290
浦口,29030,3,2,2,1,119.88,0,其他,2,1,70,348
建邺,35486,3,2,3,1,112.16,0,其他,2,1,70,398
栖霞,27837,2,1,2,1,66.46,1,2,2,0,70,185
玄武,49129,3,1,2,1,79.79,0,2,3,0,70,392
鼓楼,70368,3,2,1,1,88.82,0,2,2,0,70,625
江宁,32208,3,2,2,1,139.72,0,其他,2,1,70,450
雨花台,44342,2,2,2,1,99.23,0,3,2,1,70,440
江宁,25542,3,1,3,1,105.32,0,其他,4,1,70,269
秦淮,38330,2,1,3,1,43.83,0,其他,2,0,70,168
雨花台,26858,3,1,3,1,87.5,1,其他,1.5,1,70,235
江宁,35769,2,1,3,暂无数据,46.13,0,3,21.5,1,70,165
江宁,22870,2,1,3,1,89.64,0,1,2,1,70,205
秦淮,31565,2,1,1,1,51.64,0,3,2,0,70,163
建邺,50852,3,2,2,1,123.89,0,3,1,1,70,630
鼓楼,33340,2,1,3,1,52.49,1,其他,1,0,70,175
玄武,24919,3,1,2,1,92.3,0,其他,2,0,70,230
秦淮,29846,2,1,2,1,56.96,1,其他,2,0,70,170
玄武,50891,3,1,2,1,90.39,0,2,3,0,70,460
秦淮,32797,2,1,1,1,68.91,0,3,2,0,70,226
江宁,34933,3,2,1,1,130.25,0,其他,2,1,70,455
浦口,22491,2,2,3,1,90.26,0,3,2,1,70,203
江宁,30496,3,2,1,1,127.23,0,其他,2,1,70,388
江宁,30122,3,1,1,1,98.27,1,其他,4,1,70,296
玄武,53038,3,1,1,1,72.59,0,2,2,1,70,385
浦口,25595,3,2,3,1,115.26,0,3,2,1,70,295
秦淮,48849,3,1,2,1,61.21,1,2,4,0,70,299
栖霞,28205,2,1,2,1,51.41,1,其他,3,0,70,145
浦口,23871,2,2,2,1,85.88,0,其他,2,0,70,205
浦口,19171,2,2,3,1,89.72,0,3,2,0,70,172
秦淮,33227,3,1,3,1,77.95,0,2,50,1,65,259
雨花台,31701,3,1,2,1,86.75,1,3,2,1,70,275
玄武,26959,3,1,3,3,66.77,1,3,2,0,70,180
浦口,25624,3,2,3,1,105.37,0,1,4,1,70,270
秦淮,30762,2,1,1,1,61.44,1,3,2,0,70,189
江宁,23445,1,1,3,1,55.45,0,其他,4,1,70,130
江宁,24253,3,2,1,1,125.76,0,其他,4,1,70,305
秦淮,38293,3,1,1,1,70.51,0,其他,5,0,70,270
玄武,30384,3,1,2,1,101.37,0,其他,2,1,70,308
鼓楼,28363,2,1,2,1,64.17,0,2,2,1,70,182
秦淮,32618,2,1,2,1,47.52,1,其他,10,0,70,155
秦淮,33416,1,1,2,1,44.59,1,1,3,0,70,149
秦淮,28512,2,1,2,1,62.43,0,其他,2,0,70,178
雨花台,39040,3,2,2,1,135.76,0,其他,2,1,70,530
浦口,22660,3,2,3,1,121.36,0,2,2,1,70,275
浦口,22523,3,2,3,1,111,0,其他,1.5,1,70,250
浦口,26952,3,2,3,1,85.34,0,其他,2,0,70,230
秦淮,33525,3,1,2,1,59.36,0,3,3,0,70,199
江宁,28998,2,2,3,1,93.11,1,其他,1.5,1,70,270
栖霞,20319,3,2,3,1,84.65,0,其他,2,0,70,172
鼓楼,28768,3,1,3,1,81.69,1,其他,2,0,70,235
鼓楼,47840,3,2,1,1,129.6,0,1,1.5,1,70,620
浦口,26313,2,1,3,1,71.45,1,3,3,1,70,188
浦口,17103,6,2,3,2,239.73,0,1,2,1,70,410
浦口,28612,3,2,2,1,107.65,0,1,1.5,1,70,308
浦口,27374,2,2,3,1,80.37,1,其他,2,1,70,220
浦口,21581,3,2,2,1,136.7,0,其他,2,0,70,295
江宁,32498,2,1,3,1,63.39,1,3,3.5,1,70,206
建邺,59244,3,2,3,1,100.94,0,其他,2,1,70,598
建邺,45461,2,2,2,1,72.59,1,3,2,1,70,330
江宁,27912,2,2,1,1,85.27,1,3,1.5,1,70,238
鼓楼,69539,2,1,3,1,57.81,0,2,2,0,70,402
浦口,22554,2,2,2,1,91.78,0,3,2,1,70,207
秦淮,36708,2,2,2,1,89.9,0,其他,2,1,70,330
浦口,23090,3,2,1,1,107.41,0,1,2,1,70,248
浦口,20355,3,2,3,1,130.19,0,其他,2,1,70,265
鼓楼,51208,3,1,1,1,82.02,1,其他,3,0,70,420
建邺,32878,2,1,3,1,54.14,0,其他,3,0,70,178
浦口,26563,3,2,3,1,111.06,0,2,1.5,1,70,295
浦口,20145,3,2,2,1,110.7,1,2,2,1,70,223
玄武,23515,2,1,3,1,64.64,0,3,2,0,70,152
鼓楼,52511,1,1,2,1,39.04,1,2,4,0,70,205
秦淮,36142,3,2,3,1,103.76,0,3,2,1,70,375
江宁,22265,4,2,2,1,148.22,0,其他,2,1,70,330
秦淮,25259,3,2,3,1,85.12,0,1,3.5,1,70,215
江宁,20162,3,2,2,1,124,1,其他,1.5,1,70,250
江宁,20373,3,2,2,1,125.17,0,其他,2,1,70,255
江宁,25994,3,2,1,1,128.88,0,其他,2,0,70,335
栖霞,34427,5,2,3,3,146.69,1,其他,2,1,70,505
江宁,30295,2,2,2,1,68,1,3,2,1,70,206
江宁,21064,3,1,3,1,87.83,0,3,2,1,70,185
栖霞,22582,3,1,2,1,82.81,0,3,2,0,70,187
秦淮,33609,3,1,3,1,84.8,0,2,2,1,70,285
雨花台,33876,3,2,1,1,117.49,0,其他,2,1,70,398
浦口,25382,3,2,2,1,89.83,0,3,2,1,70,228
江宁,40355,3,1,2,1,87.97,1,3,2,1,70,355
江宁,21542,3,2,3,1,123.48,0,其他,2,0,70,266
江宁,36872,2,1,2,暂无数据,49.09,1,3,10,0,70,181
江宁,22590,2,1,3,1,70.74,0,其他,2,0,70,159.8
江宁,30570,3,2,2,1,107.95,1,3,2,1,70,330
浦口,25244,2,2,2,1,86.36,1,3,4,1,70,218
栖霞,27426,3,1,2,1,87.51,1,其他,2,0,70,240
鼓楼,26456,2,1,3,1,73.71,0,2,2,0,70,195
江宁,20492,2,1,3,1,68.32,1,3,5,1,70,140
秦淮,34335,3,1,1,1,69.9,0,其他,2,0,70,240
秦淮,36802,2,2,2,1,89.67,0,其他,2,1,70,330
鼓楼,54858,3,1,2,1,93.88,0,3,3,0,70,515
建邺,32351,2,2,2,1,94.28,0,2,2,0,70,305
浦口,27900,2,1,1,1,82.44,1,2,2,1,70,230
浦口,30694,3,2,2,1,110.12,0,其他,2,1,70,338
鼓楼,28369,2,1,3,1,67.68,1,2,2,0,70,192
江宁,27840,3,2,1,1,113.15,0,2,2,1,70,315
秦淮,31774,3,2,1,1,129.04,0,其他,3,1,70,410
江宁,13944,2,2,3,1,88.21,0,其他,2,0,70,123
建邺,33716,3,1,1,1,93.43,0,其他,2,0,70,315
鼓楼,36221,3,2,2,1,99.39,0,3,2,0,70,360
江宁,16803,3,2,2,1,89.27,1,其他,4,1,70,150
浦口,24989,2,1,2,1,89.24,1,2,2,1,70,223
玄武,32069,2,1,2,1,74.84,0,2,4.5,1,70,240
鼓楼,40544,4,2,3,1,128.75,0,3,1,0,70,522
玄武,26205,3,1,3,1,87.77,0,2,3,1,70,230
秦淮,47817,2,2,3,3,60.23,0,其他,8,1,70,288
玄武,38560,3,2,2,1,94.66,0,2,2,0,70,365
六合,14076,2,2,1,1,81.7,0,3,2,0,70,115
秦淮,25434,3,2,3,1,121.1,0,其他,2,0,70,308
秦淮,29762,2,1,3,1,70.56,0,2,4,1,70,210
江宁,30877,3,2,3,3,126.31,0,其他,1,1,70,390
秦淮,28724,2,2,3,1,94,0,2,5,1,70,270
江宁,22425,2,2,3,1,86.96,0,其他,1.5,1,70,195
玄武,29226,1,1,2,1,44.14,0,其他,2,0,70,129
栖霞,26273,2,1,2,1,48.72,1,其他,4,0,70,128
鼓楼,40800,3,2,1,1,98.04,0,其他,3,0,70,400
玄武,29215,2,1,2,1,50.66,0,1,3,0,70,148
江宁,20835,3,2,2,1,127.19,0,2,2,0,70,265
浦口,26120,3,2,2,1,89.97,0,3,2,1,70,235
江宁,26632,2,1,1,1,75.1,1,2,2,0,70,200
鼓楼,37627,2,1,1,1,79.73,0,其他,3,1,70,300
江宁,22231,3,2,2,1,85.47,1,3,2,1,70,190
浦口,23999,3,2,2,1,140.01,0,1,1.5,1,70,336
浦口,23629,3,1,2,1,104.96,0,2,2,1,70,248
江宁,20402,2,1,2,1,58.82,0,2,70,1,70,120
秦淮,35196,2,1,1,1,65.35,1,3,5,1,70,230
江宁,19511,2,2,3,1,94.31,1,3,2,0,70,184
江宁,19912,3,2,3,1,87.89,0,其他,2,1,70,175
建邺,41086,3,1,3,1,92.49,0,其他,2,0,70,380
鼓楼,43981,5,3,1,暂无数据,200.09,0,3,2,0,70,880
秦淮,34167,2,1,3,1,64.39,0,3,2,0,70,220
建邺,39853,1,1,2,1,81.55,0,3,25,1,70,325
秦淮,40356,2,1,3,1,91.19,0,其他,4,1,70,368
雨花台,26242,2,1,2,1,70.5,1,其他,2,0,70,185
鼓楼,71361,2,1,2,1,41.76,1,其他,9,0,70,298
江宁,19809,4,2,2,1,146.4,0,其他,2,0,70,290
江宁,27927,4,2,3,1,137.86,0,其他,1.5,1,70,385
秦淮,40191,4,2,1,1,268.72,0,3,1,1,70,1080
鼓楼,50724,3,2,3,1,134.06,0,2,2,0,70,680
浦口,20502,4,2,2,1,141.45,0,2,3,1,70,290
栖霞,32872,3,1,3,1,50.5,0,其他,2,0,70,166
建邺,46854,5,3,3,2,192.09,0,3,2,0,70,900
秦淮,33432,3,1,3,1,101.7,0,其他,2,0,70,340
栖霞,36824,4,2,3,1,168.37,0,其他,2,1,70,620
鼓楼,67153,2,2,2,1,90.54,0,2,2,0,70,608
江宁,25869,2,2,2,1,115.2,0,3,2,0,70,298
栖霞,24384,3,2,3,1,73.82,0,2,2,0,70,180
江宁,23329,3,2,3,错层,124.31,0,其他,2,0,70,290
鼓楼,121373,1,1,2,1,37.9,1,其他,5,0,70,460
建邺,42325,3,2,3,1,121.68,1,其他,2,1,70,515
玄武,32962,1,1,2,1,43.08,0,其他,25,1,70,142
秦淮,48536,2,1,1,1,58.72,0,其他,5,1,70,285
秦淮,35513,2,2,3,1,97.15,0,2,2,1,70,345
玄武,25977,2,1,3,1,55.82,1,2,4,1,70,145
秦淮,24540,2,1,2,1,75.39,1,3,5,1,70,185
鼓楼,34204,2,1,3,1,50.58,0,3,2,0,70,173
秦淮,27660,3,1,2,1,79.54,0,2,2,0,70,220
浦口,21533,2,2,1,1,96.6,0,2,2,0,70,208
浦口,22887,3,1,1,1,115.79,0,其他,2,1,70,265
江宁,23757,2,2,2,1,89.24,0,3,4,0,70,212
建邺,33170,3,2,3,1,99.49,0,其他,4,0,70,330
栖霞,22936,2,1,3,1,79.79,0,其他,2,0,70,183
江宁,27152,4,1,1,1,136.27,0,其他,1.5,1,70,370
江宁,24874,2,1,3,3,51.46,0,其他,14.66666667,1,70,128
江宁,28509,3,2,2,1,90.5,1,其他,2,1,70,258
江宁,28101,2,2,3,1,98.93,1,3,1.5,1,70,278
江宁,29528,2,2,2,1,86.36,0,其他,3,1,70,255
秦淮,42389,2,1,3,1,54.26,0,2,2,0,70,230
江宁,21962,4,2,2,3,213.1,0,其他,2,1,70,468
秦淮,46704,3,1,1,1,91,0,其他,2,1,70,425
鼓楼,27732,2,1,3,1,59.5,0,2,2,0,70,165
秦淮,40061,3,1,3,1,79.88,1,3,50,1,65,320
浦口,24297,3,2,1,1,129.65,0,其他,2,1,70,315
栖霞,18900,3,1,1,1,88.89,1,2,4,0,70,168
秦淮,47390,3,1,3,1,60.14,0,3,2,0,70,285
秦淮,24934,3,1,3,1,82.22,0,其他,2,1,70,205
鼓楼,25399,3,1,2,1,75.2,0,3,3,0,70,191
鼓楼,28430,3,1,2,1,123.11,0,其他,2,1,70,350
江宁,30281,4,2,3,2,66.05,0,其他,2,0,70,200
秦淮,29789,2,1,1,1,57.74,1,其他,5,0,70,172
建邺,42736,3,2,1,1,121.68,0,其他,1.5,1,70,520
鼓楼,65179,2,1,1,1,50.63,0,2,8,0,70,330
秦淮,28044,1,1,3,1,42.79,0,3,2,0,70,120
江宁,29014,3,2,2,1,87.2,1,其他,4,0,70,253
浦口,25570,2,2,2,1,89.17,0,3,2,0,70,228
江宁,22640,3,2,3,1,106.01,0,1,2,0,70,240
鼓楼,60510,3,1,1,1,78.5,0,其他,3,0,70,475
玄武,29282,3,1,2,1,79.23,0,3,2,0,70,232
秦淮,30016,2,1,2,1,51.64,1,2,2,0,70,155
浦口,22172,2,1,2,1,83.89,0,1,3,1,70,186
鼓楼,32628,2,1,3,1,52.41,0,其他,2,0,70,171
江宁,24037,3,3,3,2,262.1,0,1,2,1,70,630
建邺,39956,3,2,3,1,142.66,0,其他,1.5,1,70,570
雨花台,51725,2,1,2,1,89.9,1,3,2,1,70,465
浦口,21776,2,2,2,1,83.58,0,3,3,1,70,182
江宁,18376,3,2,1,1,125.17,0,其他,2,1,70,230
秦淮,52281,2,1,2,1,64.46,0,3,4,0,70,337
鼓楼,39102,3,2,1,1,127.36,0,其他,3,1,70,498
江宁,17061,3,2,3,1,139.5,0,其他,2,0,70,238
鼓楼,77249,3,1,3,1,80.26,0,3,2,0,70,620
鼓楼,27781,3,2,3,2,107.27,0,3,1,0,70,298
建邺,30670,3,2,2,1,107.6,0,3,4,0,70,330
江宁,22936,3,1,1,1,122.08,0,3,1.5,1,70,280
浦口,24840,2,2,1,1,65.62,1,2,3,1,70,163
秦淮,31600,2,1,1,1,60.76,1,2,2,0,70,192
江宁,29480,4,2,1,1,150.95,0,其他,2,0,70,445
江宁,26989,3,2,2,1,140.8,0,3,2,1,70,380
六合,12668,4,2,2,1,142.1,0,其他,2,0,70,180
秦淮,33791,2,1,1,1,53.27,1,2,3,0,70,180
秦淮,37087,2,1,1,1,59.32,0,其他,3,1,70,220
栖霞,32031,2,2,2,1,73.68,1,3,2,0,70,236
鼓楼,58020,5,2,2,1,146.33,0,3,2,1,70,849
建邺,30973,4,2,3,2,97.83,0,其他,2,0,70,303
建邺,29927,2,1,1,1,65.16,0,其他,2,0,70,195
江宁,23640,3,2,3,1,98.14,0,其他,2,1,70,232
鼓楼,32701,2,2,1,1,75.84,0,2,2,0,70,248
江宁,25091,3,2,2,1,137.5,0,1,2,1,70,345
秦淮,35831,2,1,2,1,46.05,1,3,2,0,70,165
秦淮,33647,3,1,1,1,78.76,1,3,2,1,70,265
秦淮,59257,2,1,2,1,50.29,0,2,2,0,70,298
鼓楼,35461,3,2,3,1,112.52,0,其他,3,0,70,399
建邺,52143,3,2,1,1,140,1,3,1.5,1,70,730
秦淮,56004,2,1,2,1,43.39,0,2,3,0,70,243
浦口,19703,2,2,2,1,91.36,0,2,2,0,70,180
江宁,19484,4,2,1,1,143.71,0,其他,2,0,70,280
浦口,22658,2,2,2,1,91.8,1,3,2,1,70,208
鼓楼,73185,2,1,1,1,53.29,1,其他,3,0,70,390
江宁,26867,3,2,3,1,141.44,0,其他,4,1,70,380
建邺,39816,3,2,2,1,151.95,0,3,50,1,70,605
江宁,22065,3,2,2,1,111.04,0,其他,3,1,70,245
鼓楼,24962,2,1,3,1,52.08,0,2,2,0,70,130
江宁,25486,1,1,3,1,41.2,0,其他,5,0,70,105
江宁,26016,2,2,3,1,75.34,0,2,2,0,70,196
栖霞,30527,2,1,1,1,47.5,0,其他,3,0,70,145
浦口,22708,2,2,3,1,81.91,0,2,2,1,70,186
雨花台,46358,3,2,2,1,135.9,0,3,2,1,70,630
江宁,23184,5,2,3,2,198.42,0,其他,2,0,70,460
浦口,25109,4,2,2,1,140.19,0,其他,1.5,1,70,352
江宁,23288,3,1,2,1,103.06,0,其他,2,0,70,240
建邺,58503,2,2,3,1,100.85,0,其他,2,1,70,590
鼓楼,81989,1,1,3,1,39.03,0,其他,2,0,70,320
秦淮,31338,2,1,3,1,60.63,0,2,2,0,70,190
建邺,48976,2,2,1,1,89.84,1,其他,1.5,1,70,440
江宁,24741,3,2,2,1,120.45,0,其他,2,0,70,298
秦淮,34208,4,2,3,3,204.34,0,3,2,1,70,699
秦淮,49705,2,1,3,1,50.7,0,2,2,0,70,252
玄武,56746,3,1,2,1,63.97,0,其他,3,0,70,363
建邺,27699,2,1,3,1,52.35,0,2,2,0,70,145
玄武,26329,2,1,2,1,61.53,0,2,2,0,70,162
鼓楼,42195,3,2,2,1,100.96,0,3,2,0,70,426
秦淮,44951,3,1,1,1,82.09,1,2,2,1,70,369
江宁,21536,3,2,2,1,89.62,0,其他,2,0,70,193
鼓楼,31317,2,1,3,1,56.2,0,其他,3,0,70,176
江宁,24790,3,1,1,2,147.24,0,2,2,0,70,365
秦淮,28254,3,1,2,1,61.94,0,其他,4,1,70,175
江宁,21884,3,2,1,1,141.66,0,其他,2,0,70,310
鼓楼,32036,3,1,2,1,82.72,0,2,3,暂无数据,70,265
秦淮,29243,2,1,2,1,50.27,0,其他,2,0,70,147
江宁,26066,2,1,1,1,79.8,0,2,2,1,70,208
江宁,21127,4,2,1,3,213,0,其他,2,0,70,450
雨花台,37593,2,1,2,1,60.65,1,2,2,0,70,228
浦口,19986,2,1,2,1,67.55,1,2,2,0,70,135
江宁,18094,3,1,3,1,86.77,0,其他,2,1,70,157
江宁,26403,3,2,1,1,124.99,0,3,2,0,70,330
玄武,26581,2,1,2,1,50.79,0,2,2,0,70,135
浦口,21222,3,2,2,1,103.67,1,3,3,1,70,220
栖霞,36976,3,2,2,2,143.34,0,3,3,1,70,530
浦口,24364,3,2,3,1,119.03,0,其他,2,1,70,290
雨花台,29083,3,1,1,1,71.52,0,1,2,0,70,208
江宁,27808,1,1,2,1,37.76,0,其他,14.66666667,1,70,105
玄武,23405,2,1,3,1,68.32,0,其他,2,0,70,159.9
栖霞,32556,2,2,1,1,82.32,0,3,2,1,70,268
江宁,26116,3,1,2,1,88.07,0,其他,2,1,70,230
江宁,21415,3,2,2,1,99,0,其他,2,1,70,212
浦口,25703,3,2,2,1,105.05,0,3,2,1,70,270
建邺,32943,3,1,2,1,98.96,0,其他,2,0,70,326
浦口,20626,3,2,1,1,128.48,0,3,2,1,70,265
浦口,19023,3,2,2,1,119.86,0,3,2,1,70,228
秦淮,37669,2,2,2,1,76.19,0,其他,2,0,70,287
江宁,24983,3,2,3,1,112.08,0,其他,2,0,70,280
玄武,47316,2,1,3,1,45.44,1,3,3,1,70,215
浦口,22105,3,2,1,1,115.36,0,2,2,1,70,255
玄武,38042,3,2,3,1,99.89,0,2,4,0,70,380
江宁,19573,3,2,1,1,89.41,0,其他,2,0,70,175
建邺,39987,4,2,2,1,234.58,0,2,1,1,70,938
雨花台,36146,3,2,1,1,113.43,0,其他,2,1,70,410
江宁,31555,4,2,2,1,126.13,0,其他,1.5,1,70,398
浦口,29044,2,2,3,1,87.8,1,其他,1.5,1,70,255
雨花台,40860,3,2,3,1,122.37,0,3,1.5,1,70,500
玄武,26907,3,1,2,1,76.19,1,其他,2,0,70,205
鼓楼,25074,3,1,2,1,77.77,0,2,3,0,70,195
秦淮,28512,2,1,1,1,62.43,0,2,2,0,70,178
建邺,38625,3,1,3,1,80.26,0,其他,2,0,70,310
